Marca,Modelo,Precio,Provincia,Año,Kilometraje,Transmisión,Dirección,Motor,Tracción,Color,Combustible,Enlace
CHEVROLET,D-MAX CRDI FULL,31800.0,PICHINCHA,2022,112207,MANUAL,ASISTIDA,2500,4x4,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/d-max-crdi-full-ac-2.5-cd-4x4-tm-diesel/F-2060
TOYOTA,COROLLA CROSS HIGH,27600.0,PICHINCHA,2022,61800,AUTOMATICA,HIDRAULICA,1800,4x2,NEGRO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/F-2083
CHEVROLET,SPARK GT LT,10235.0,PICHINCHA,2020,126815,MANUAL,HIDRAULICA,1200,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/spark-gt-lt-ac-1.2-5p-4x2-tm/F-2091
TOYOTA,RAV4 CVT,29820.0,PICHINCHA,2019,59200,AUTOMATICA,HIDRAULICA,2000,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/rav4-cvt-ac-2.0-5p-4x2-ta/F-2107
TOYOTA,YARIS SD,20901.0,PICHINCHA,2023,14316,MANUAL,HIDRAULICA,1500,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/yaris-sd-ac-1.5-4p-4x2-tm/F-2110
TOYOTA,COROLLA CROSS HIGH,29700.0,PICHINCHA,2023,78790,AUTOMATICA,HIDRAULICA,1800,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/F-2117
TOYOTA,AA PRIUS HIBRIDO TA 1.8 5P 4X2,9900.0,PICHINCHA,2013,225000,AUTOMATICA,HIDRAULICA,1800,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/aa-prius-hibrido-ta-1.8-5p-4x2/F-2121
GREAT WALL,WINGLE STEED,13375.0,GUAYAS,2022,61838,MANUAL,MECANICA,2400,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/wingle-steed-ac-2.4-cd-4x2-tm/F-213
GREAT WALL,WINGLE STEED,17135.0,PICHINCHA,2022,191542,MANUAL,ASISTIDA,2000,4x4,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/wingle-steed-ac-2.0-cs-4x4-tm/F-226
TOYOTA,HILUX SR,35199.0,GUAYAS,2022,30998,MANUAL,HIDRAULICA,2700,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/hilux-sr-ac-2.7-cd-4x4-tm/F-29
CHANGAN,ALSVIN COMFORT,14490.0,PICHINCHA,2025,112504,MANUAL,ELECTRONICA,1400,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/quito/alsvin-comfort-ac-1.4-4p-4x2-tm/F-290
PEUGEOT,2008 FIN L 12E AUTO6,20650.0,GUAYAS,2024,29259,AUTOMATICA,ASISTIDA,1200,4x2,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/2008-fin-l-12e-auto6-ac-1.2-5p-4x2-ta/F-305
TOYOTA,NEW FORTUNER,30300.0,GUAYAS,2019,118583,AUTOMATICA,HIDRAULICA,2700,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-2.7-5p-4x4-ta/F-414
CHANGAN,HUNTER,24700.0,AZUAY,2024,12059,MANUAL,HIDRAULICA,1900,4x4,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/hunter-ac-1.9-cd-4x4-tm-diesel/F-488
PEUGEOT,2008,7400.0,GUAYAS,2019,151174,AUTOMATICA,HIDRAULICA,1600,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/2008-actpk-16e-ba6-ac-1.6-5p-4x2-ta/F-500
CHEVROLET,SPARK LIFE,5700.0,GUAYAS,2019,166990,MANUAL,HIDRAULICA,1000,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/spark-life-ac-1.0-5p-4x2-tm/F-509
OPEL,VAN ESSENTIA,23500.0,GUAYAS,2023,85275,MANUAL,ASISTIDA,2000,4x2,BLANCO,DIESEL,https://1001carros.com/seminuevo/quito/van-essentia-ac-2.0-5p-4x2-tm/F-510
NISSAN,X-TRAIL SENSE CVT,15450.0,GUAYAS,2015,124743,AUTOMATICA,HIDRAULICA,2500,4x2,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/x-trail-sense-cvt-ac-2.5-5p-4x2-ta/F-65
VOLKSWAGEN,TIGUAN TRENDLINE STD BW22L0,17000.0,GUAYAS,2018,98436,MANUAL,HIDRAULICA,2000,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/tiguan-trendline-std-bw22l0-ac/U-1017
KIA,SPORTAGE SL,15800.0,GUAYAS,2019,115912,AUTOMATICA,HIDRAULICA,2000,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-sl-ac-2.0-5p-4x2-ta/U-1018
TOYOTA,PRIUS C SPORT,18800.0,AZUAY,2020,71693,AUTOMATICA,ASISTIDA,1500,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/prius-c-sport-ac-1.5-5p-4x2-ta/U-1022
MAZDA,CX-3 CORE,19800.0,PICHINCHA,2019,81679,AUTOMATICA,ASISTIDA,2000,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/santo-domingo/cx-3-core-ac-2.0-5p-4x2-ta/U-1032
TOYOTA,RAV4 CVT,27350.0,AZUAY,2019,56973,AUTOMATICA,HIDRAULICA,2000,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-cvt-ac-2.0-5p-4x2-ta/U-1048
TOYOTA,RAV4 LIMITED,38200.0,AZUAY,2020,58500,AUTOMATICA,HIDRAULICA,2500,AWD,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-limited-ac-2.5-5p-4x4-ta/U-1074
TOYOTA,RAV4 CVT,35550.0,GUAYAS,2024,10768,AUTOMATICA,HIDRAULICA,2000,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-cvt-ac-2.0-5p-4x2-ta/U-1076
TOYOTA,PRIUS C SPORT,11400.0,GUAYAS,2017,99493,AUTOMATICA,ASISTIDA,1500,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/prius-c-sport-ac-1.5-5p-4x2-ta/U-1087
TOYOTA,COROLLA CROSS MID,28100.0,PICHINCHA,2022,54780,AUTOMATICA,HIDRAULICA,1800,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-mid-ac-1.8-5p-4x2-ta-hybrid/U-1172
TOYOTA,NEW FORTUNER,34800.0,PICHINCHA,2018,107090,AUTOMATICA,HIDRAULICA,2700,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-2.7-5p-4x4-ta/U-1178
PEUGEOT,2008 FIN P 12E BA6,23850.0,GUAYAS,2024,30059,AUTOMATICA,HIDRAULICA,1200,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/2008-fin-p-12e-ba6-ac-1.2-5p-4x2-ta/U-1183
PEUGEOT,3008N GTL 16E BA6,29350.0,GUAYAS,2024,20780,AUTOMATICA,ELECTRONICA,1600,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/3008n-gtl-16e-ba6-ac-1.6-5p-4x2-ta/U-1190
TOYOTA,FJ CRUISER,42800.0,GUAYAS,2015,127756,MANUAL,HIDRAULICA,4000,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/fj-cruiser-ac-4.0-5p-4x4-tm/U-1430
PEUGEOT,3008N,25200.0,AZUAY,2020,61790,AUTOMATICA,HIDRAULICA,1600,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/3008n-act-16e-ba6-ac-1.6-5p-4x2-ta/U-1443
CHEVROLET,CAPTIVA LTZ TURBO,15600.0,GUAYAS,2023,31026,MANUAL,HIDRAULICA,1500,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/captiva-ltz-turbo-5pas-ac-1.5-5p-4x2-tm/U-1450
TOYOTA,NEW FORTUNER,36700.0,GUAYAS,2019,137562,AUTOMATICA,HIDRAULICA,4000,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-4.0-5p-4x4-ta/U-1469
SUZUKI,SWIFT ISG GLS,13300.0,GUAYAS,2023,54740,MANUAL,ASISTIDA,1200,4x2,NEGRO,HIBRIDO,https://1001carros.com/seminuevo/quito/swift-isg-gls-ac-1.2-5p-4x2-tm-hybrid/U-1481
TOYOTA,NEW INNOVA,22595.0,GUAYAS,2020,21187,AUTOMATICA,HIDRAULICA,2700,4x2,CREMA,GASOLINA,https://1001carros.com/seminuevo/quito/new-innova-ac-2.7-5p-4x2-ta/U-1504
HYUNDAI,SANTA FE 7PAS HGS,38450.0,GUAYAS,2024,20147,AUTOMATICA,HIDRAULICA,2500,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/santa-fe-7pas-hgs-ac-2.5-5p-4x2-ta/U-1520
TOYOTA,COROLLA HV SEG,19800.0,GUAYAS,2020,97065,AUTOMATICA,ASISTIDA,1800,4x2,CELESTE,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-hv-seg-ac-1.8-4p-4x2-ta-hybrid/U-1527
TOYOTA,NEW FORTUNER,36300.0,AZUAY,2017,87490,AUTOMATICA,HIDRAULICA,2700,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-2.7-5p-4x4-ta/U-1536
TOYOTA,AGYA,15950.0,AZUAY,2024,22510,MANUAL,HIDRAULICA,1200,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/agya-ac-1.2-5p-4x2-tm/U-1545
TOYOTA,YARIS HB,12200.0,GUAYAS,2019,71251,MANUAL,ASISTIDA,1500,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/yaris-hb-ac-1.5-5p-4x2-tm/U-1548
TOYOTA,NEW RAV4 CVT,18995.0,GUAYAS,2018,95045,AUTOMATICA,HIDRAULICA,2000,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/new-rav4-cvt-ac-2.0-5p-4x2-ta/U-1554
AUDI,A4 TFSI 8W2AEG STRONIC,36050.0,PICHINCHA,2022,48890,AUTOMATICA,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/a4-tfsi-8w2aeg-stronic-ac-4p-4x2-ta/U-1556
SUZUKI,S-CROSS BOOSTERJET GLX,23450.0,AZUAY,2023,29300,AUTOMATICA,HIDRAULICA,1400,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/s-cross-boosterjet-glx-ac-1.4-5p/U-1557
TOYOTA,COROLLA CROSS HIGH,27650.0,PICHINCHA,2022,81990,AUTOMATICA,ASISTIDA,1800,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-1562
TOYOTA,HILUX,28300.0,AZUAY,2020,83500,MANUAL,HIDRAULICA,2700,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/hilux-2.7-cd-4x2-tm/U-1572
TOYOTA,NEW FORTUNER,37200.0,PICHINCHA,2018,94690,AUTOMATICA,HIDRAULICA,2700,4x4,CAFE,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-2.7-5p-4x4-ta/U-1578
HYUNDAI,KONA GLS,25900.0,AZUAY,2024,19200,AUTOMATICA,HIDRAULICA,1600,4x2,BLANCO,HIBRIDO,https://1001carros.com/seminuevo/quito/kona-gls-ac-1.6-5p-4x2-ta-hybrid/U-1582
TOYOTA,RAIZE,20550.0,AZUAY,2023,35870,MANUAL,HIDRAULICA,1200,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/raize-ac-1.2-5p-4x2-tm/U-1588
TOYOTA,RUSH,23850.0,AZUAY,2022,35500,MANUAL,HIDRAULICA,1500,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/rush-ac-1.5-5p-4x2-tm/U-1591
TOYOTA,COROLLA CROSS HIGH,27750.0,AZUAY,2022,60090,AUTOMATICA,HIDRAULICA,1800,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-1598
TOYOTA,HILUX,27750.0,AZUAY,2021,120270,MANUAL,ELECTRONICA,2700,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/hilux-2.7-cd-4x2-tm/U-1599
RENAULT,STEPWAY INTENS FASE II CVT,14650.0,GUAYAS,2024,15422,AUTOMATICA,HIDRAULICA,1600,4x2,CREMA,GASOLINA,https://1001carros.com/seminuevo/quito/stepway-intens-fase-ii-cvt-ac-1.6/U-1601
KIA,SPORTAGE,22150.0,GUAYAS,2023,47222,MANUAL,ASISTIDA,2000,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-ac-2.0-5p-4x2-tm/U-1640
RENAULT,STEPWAY INTENS FASE II,12895.0,GUAYAS,2021,77616,MANUAL,HIDRAULICA,1600,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/stepway-intens-fase-ii-ac-1.6-5p-4x2-tm/U-1658
KIA,SPORTAGE SL,21000.0,TUNGURAHUA,2018,67530,MANUAL,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-sl-ac-2.0-5p-4x2-tm/U-1663
HONDA,HR-V,20200.0,AZUAY,2018,81300,MANUAL,HIDRAULICA,1500,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/hr-v-ac-1.8-5p-4x2-tm/U-1665
PEUGEOT,2008 FIN H 12E BM6,18650.0,GUAYAS,2022,15000,MANUAL,ASISTIDA,1200,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/2008-fin-h-12e-bm6-ac-1.2-5p-4x2-tm/U-1676
TOYOTA,COROLLA CROSS HIGH,25050.0,GUAYAS,2023,81834,AUTOMATICA,HIDRAULICA,1800,4x2,BLANCO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-1679
PEUGEOT,2008 FIN T 12E BAUT8,22950.0,GUAYAS,2023,17055,AUTOMATICA,ASISTIDA,1200,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/2008-fin-t-12e-baut8-ac-1.2-5p-4x2-ta/U-1680
CHEVROLET,CAPTIVA LTZ TURBO,14750.0,GUAYAS,2022,48980,AUTOMATICA,ASISTIDA,1500,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/captiva-ltz-turbo-5pas-ac-1.5-5p-4x2-ta/U-1686
CHEVROLET,CAPTIVA LTZ TURBO,19450.0,AZUAY,2023,15500,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/captiva-ltz-turbo-5pas-ac-1.5-5p/U-1692
KIA,SELTOS EX,19150.0,GUAYAS,2023,63600,AUTOMATICA,ASISTIDA,1600,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/seltos-ex-ac-1.6-5p-4x2-ta/U-1697
TOYOTA,COROLLA CROSS HIGH,26200.0,GUAYAS,2023,39553,AUTOMATICA,ASISTIDA,1800,4x2,BLANCO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-1701
TOYOTA,RAIZE,15800.0,GUAYAS,2023,17632,MANUAL,ASISTIDA,1200,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/raize-ac-1.2-5p-4x2-tm/U-1708
TOYOTA,YARIS HB,11900.0,GUAYAS,2020,76713,MANUAL,HIDRAULICA,1500,4x2,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/yaris-hb-ac-1.5-5p-4x2-tm/U-1711
TOYOTA,RAV4 LE CVT,24700.0,GUAYAS,2020,71472,AUTOMATICA,HIDRAULICA,2000,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-le-cvt-ac-2.0-5p-4x2-ta/U-1716
PEUGEOT,3008N,15900.0,GUAYAS,2018,103001,AUTOMATICA,HIDRAULICA,2000,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/3008n-act-16e-ba6-ac-1.6-5p-4x2-ta/U-23
VOLKSWAGEN,TIGUAN TRENDLINE STD BW22L0,19115.0,TUNGURAHUA,2019,131171,AUTOMATICA,ASISTIDA,2000,4x4,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/tiguan-trendline-std-bw22l0-ac-2.0-5p-4x4-ta/U-25493
TOYOTA,RAV4,26290.0,PICHINCHA,2018,84041,MANUAL,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-ac-2.0-5p-4x2-tm/U-26234
KIA,SPORTAGE R GTI LX,20800.0,GUAYAS,2019,56814,AUTOMATICA,ASISTIDA,2000,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-r-gti-lx-ac-2.0-5p-4x2-ta/U-275
TOYOTA,RAV4 LS CVT,30907.0,PICHINCHA,2020,71522,AUTOMATICA,ELECTRONICA,2000,4x2,VERDE,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-ls-cvt-ac-2.0-5p-4x2-ta/U-27579
KIA,SPORTAGE SL,19410.0,PICHINCHA,2018,78156,AUTOMATICA,HIDRAULICA,2000,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/sportage-sl-ac-2.0-5p-4x2-ta/U-27708
VOLKSWAGEN,TIGUAN 2.0T TRENDLINE,18607.0,PICHINCHA,2019,146375,AUTOMATICA,ASISTIDA,2000,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/tiguan-2.0t-trendline-ac-2.0-5p-4x4-ta/U-27795
CHEVROLET,BLAZER RS,44119.0,PICHINCHA,2020,47220,AUTOMATICA,ELECTRONICA,3600,4x4,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/blazer-rs-ac-3.6-5p-4x4/U-27877
TOYOTA,NEW YARIS SD CVT,15684.0,PICHINCHA,2018,74466,AUTOMATICA,ELECTRONICA,1500,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/guayaquil/new-yaris-sd-cvt-ac-1.5-4p-4x2-ta/U-28028
TOYOTA,FJ CRUISER,44865.0,PICHINCHA,2013,153602,AUTOMATICA,ELECTRONICA,4000,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/quito/fj-cruiser-4l-suv-4x4-ta-239hp-jpn/U-28163
TOYOTA,COROLLA CROSS MID,27050.0,PICHINCHA,2022,81322,AUTOMATICA,ELECTRONICA,1800,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/corolla-cross-mid-ac-1.8-5p-4x2-ta-hybrid/U-28221
TOYOTA,YARIS SD,20050.0,PICHINCHA,2022,37982,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/yaris-sd-ac-1.5-4p-4x2-tm/U-28234
TOYOTA,PRIUS C SPORT,16124.0,PICHINCHA,2018,182029,AUTOMATICA,HIDRAULICA,1500,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/prius-c-sport-ac-1.5-5p-4x2-ta-hybrid/U-28257
VOLKSWAGEN,TIGUAN TRENDLINE BW22L0,24800.0,PICHINCHA,2018,66319,AUTOMATICA,ELECTRONICA,2000,AWD,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/tiguan-trendline-bw22l0-ac-2.0-5p-4x4-ta/U-28270
TOYOTA,PRIUS C SPORT,19807.0,PICHINCHA,2019,40714,AUTOMATICA,ELECTRONICA,1500,4x2,ROJO,HIBRIDO,https://1001carros.com/seminuevo/quito/prius-c-sport-ac-1.5-5p-4x2-ta/U-28299
TOYOTA,COROLLA CROSS MID,30133.0,PICHINCHA,2022,40390,AUTOMATICA,ELECTRONICA,1800,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/guayaquil/corolla-cross-mid-ac-1.8-5p-4x2-ta-hybrid/U-28305
TOYOTA,COROLLA CROSS HIGH,29833.0,PICHINCHA,2022,54071,AUTOMATICA,HIDRAULICA,1800,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28313
CHEVROLET,CAPTIVA LTZ TURBO,21250.0,PICHINCHA,2023,37955,MANUAL,HIDRAULICA,1500,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/captiva-ltz-turbo-5pas-ac-1.5-5p-4x2-tm/U-28332
TOYOTA,HILUX SR,42030.0,PICHINCHA,2023,88625,MANUAL,HIDRAULICA,2700,4x4,ROJO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/hilux-sr-2.7-cd-4x4-tm/U-28358
TOYOTA,YARIS CROSS,27933.0,PICHINCHA,2022,37071,AUTOMATICA,HIDRAULICA,1500,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/yaris-cross-ac-1.5-5p-4x2-ta-hybrid/U-28371
TOYOTA,COROLLA CROSS HIGH,29933.0,PICHINCHA,2022,52458,AUTOMATICA,HIDRAULICA,1800,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28395
TOYOTA,RUSH,23500.0,PICHINCHA,2022,49810,AUTOMATICA,HIDRAULICA,1500,4x2,VINO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/rush-ac-1.5-5p-4x2-ta/U-28403
TOYOTA,COROLLA CROSS HIGH,30250.0,PICHINCHA,2022,28430,MANUAL,HIDRAULICA,1800,4x2,ROJO,HIBRIDO,https://1001carros.com/seminuevo/guayaquil/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28430
TOYOTA,COROLLA CROSS HIGH,28750.0,PICHINCHA,2022,67760,AUTOMATICA,HIDRAULICA,1800,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28445
TOYOTA,COROLLA CROSS MID,31550.0,PICHINCHA,2023,16112,AUTOMATICA,ASISTIDA,1800,4x2,AZUL,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-mid-ac-1.8-5p-4x2-ta-hybrid/U-28475
CHEVROLET,CAPTIVA LT TURBO,19650.0,PICHINCHA,2022,59730,MANUAL,HIDRAULICA,1500,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/captiva-lt-turbo-5pas-ac-1.5-5p/U-28482
TOYOTA,COROLLA CROSS HIGH,33200.0,PICHINCHA,2023,50367,AUTOMATICA,ASISTIDA,1800,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28484
CHEVROLET,TRACKER  LS TURBO,19050.0,IMBABURA,2022,49735,MANUAL,HIDRAULICA,1200,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/tracker-ls-turbo-ac-1.2-5p-4x2-tm/U-28486
RENAULT,DUSTER INTENS,22350.0,PICHINCHA,2023,46592,AUTOMATICA,ELECTRONICA,1300,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/duster-intens-ac-1.3t-5p-4x2-ta/U-28491
TOYOTA,RAV4 LE CVT,30300.0,PICHINCHA,2020,82080,AUTOMATICA,ASISTIDA,2000,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/rav4-le-cvt-ac-2.0-5p-4x2-ta/U-28516
TOYOTA,AA PRIUS C SPORT,12500.0,PICHINCHA,2013,124970,AUTOMATICA,ELECTRONICA,1500,4x2,AZUL,HIBRIDO,https://1001carros.com/seminuevo/guayaquil/aa-prius-c-sport-ta-1.5-5p-4x2/U-28517
TOYOTA,RAV4 CVT,33100.0,PICHINCHA,2022,87591,AUTOMATICA,ELECTRONICA,2000,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-cvt-ac-2.0-5p-4x2-ta/U-28570
TOYOTA,NEW FORTUNER,46000.0,PICHINCHA,2019,94951,MANUAL,HIDRAULICA,4000,4x4,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/new-fortuner-ac-4.0-5p-4x4-ta/U-28586
SUZUKI,VITARA GL PLUS,19550.0,PICHINCHA,2022,72115,MANUAL,HIDRAULICA,1600,4x2,CELESTE,GASOLINA,https://1001carros.com/seminuevo/guayaquil/vitara-gl-plus-ac-1.6-5p-4x2-tm/U-28608
TOYOTA,C-HR,24700.0,PICHINCHA,2022,99499,AUTOMATICA,ELECTRONICA,1800,4x2,BLANCO,HIBRIDO,https://1001carros.com/seminuevo/quito/c-hr-active-ac-1.8-5p-4x2-ta-hybrid/U-28629
TOYOTA,RAV4 LE,30500.0,PICHINCHA,2020,103707,MANUAL,HIDRAULICA,2000,4x2,PLOMO,GASOLINA,https://1001carros.com/seminuevo/quito/rav4-le-ac-2.0-5p-4x2-tm/U-28639
TOYOTA,COROLLA CROSS HIGH,30000.0,PICHINCHA,2023,33137,AUTOMATICA,HIDRAULICA,1800,4x2,ROJO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28654
OPEL,CORSA ELEGANCE,18100.0,PICHINCHA,2023,14720,AUTOMATICA,ASISTIDA,1200,4x2,AZUL,GASOLINA,https://1001carros.com/seminuevo/quito/corsa-elegance-ac-1.2-5p-4x2-ta/U-28671
TOYOTA,RUSH,23450.0,PICHINCHA,2022,47960,MANUAL,ASISTIDA,1500,4x2,NEGRO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/rush-ac-1.5-5p-4x2-tm/U-28683
TOYOTA,HILUX,38350.0,PICHINCHA,2024,29060,MANUAL,HIDRAULICA,2700,4x2,BLANCO,GASOLINA,https://1001carros.com/seminuevo/quito/hilux-2.7-cd-4x2-tm/U-28700
KIA,STONIC LX,16450.0,PICHINCHA,2023,28590,MANUAL,HIDRAULICA,1000,4x2,NEGRO,HIBRIDO,https://1001carros.com/seminuevo/quito/stonic-lx-ac-1.0-5p-4x2-tm-hybrid/U-28708
TOYOTA,COROLLA CROSS HIGH,31900.0,PICHINCHA,2023,33990,AUTOMATICA,ELECTRONICA,1800,4x2,PLOMO,HIBRIDO,https://1001carros.com/seminuevo/quito/corolla-cross-high-ac-1.8-5p-4x2-ta-hybrid/U-28718
TOYOTA,YARIS HB,15700.0,IMBABURA,2021,56079,MANUAL,HIDRAULICA,2200,4x2,ROJO,DIESEL,https://1001carros.com/seminuevo/quito/yaris-hb-ac-1.5-5p-4x2-tm/U-28719
TOYOTA,RAIZE,20950.0,PICHINCHA,2024,25576,MANUAL,HIDRAULICA,1200,4x2,CELESTE,GASOLINA,https://1001carros.com/seminuevo/quito/raize-ac-1.2-5p-4x2-tm/U-28720
TOYOTA,RUSH,22750.0,PICHINCHA,2022,86813,MANUAL,HIDRAULICA,1500,4x2,ROJO,GASOLINA,https://1001carros.com/seminuevo/guayaquil/rush-ac-1.5-5p-4x2-tm/U-28722
TOYOTA,RUSH,24050.0,PICHINCHA,2022,54412,AUTOMATICA,HIDRAULICA,1500,4x2,NARANJA,GASOLINA,https://1001carros.com/seminuevo/quito/rush-ac-1.5-5p-4x2-ta/U-28737
